Query,Genus/Species,Nucleotide_acc,Protein_acc,start,end,dir,PfamID1,Name1,Description1,E-value1,PfamID2,Name2,Description2,E-value2,PfamID3,Name3,Description3,E-value3,,,,,,,,
SKB12338.1,Planktothrix sp. PCC 11201,LT797700.1,SKB12333.1,55745,58409,+,PF00488,MutS_V,MutS domain V,2.80E-83,PF05192,MutS_III,MutS domain III,3.00E-44,PF01624,MutS_I,MutS domain I,1.10E-36,PF05190,MutS_IV,MutS family domain IV,1.50E-29,PF05188,MutS_II,MutS domain II,2.40E-23
SKB12338.1,Planktothrix sp. PCC 11201,LT797700.1,SKB12334.1,58559,58916,+,PF08239,SH3_3,Bacterial SH3 domain,9.40E-09,,,,,,,,,,,,,,,,
SKB12338.1,Planktothrix sp. PCC 11201,LT797700.1,SKB12335.1,59155,59959,+,PF01618,MotA_ExbB,MotA/TolQ/ExbB proton channel family,1.40E-31,,,,,,,,,,,,,,,,
SKB12338.1,Planktothrix sp. PCC 11201,LT797700.1,SKB12336.1,60029,60710,+,PF02472,ExbD,Biopolymer transport protein ExbD/TolR,5.70E-26,,,,,,,,,,,,,,,,
SKB12338.1,Planktothrix sp. PCC 11201,LT797700.1,SKB12337.1,62225,60983,-,PF00515,TPR_1,Tetratricopeptide repeat,9.20E-71,PF13414,TPR_11,TPR repeat,1.50E-69,PF07719,TPR_2,Tetratricopeptide repeat,8.20E-67,PF13181,TPR_8,Tetratricopeptide repeat,3.80E-53,PF13428,TPR_14,Tetratricopeptide repeat,5.20E-46
SKB12338.1,Planktothrix sp. PCC 11201,LT797700.1,SKB12338.1,62289,68319,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.70E-34,PF01697,Glyco_transf_92,Glycosyltransferase family 92,5.10E-27,PF01531,Glyco_transf_11,Glycosyl transferase family 11,5.60E-22,PF13704,Glyco_tranf_2_4,Glycosyl transferase family 2,1.00E-15,,,,
SKB12338.1,Planktothrix sp. PCC 11201,LT797700.1,SKB12339.1,69365,68390,-,PF08241,Methyltransf_11,Methyltransferase domain,1.10E-06,PF08242,Methyltransf_12,Methyltransferase domain,0.00032,,,,,,,,,,,,
SKB12338.1,Planktothrix sp. PCC 11201,LT797700.1,SKB12340.1,70363,69388,-,PF08241,Methyltransf_11,Methyltransferase domain,0.00012,,,,,,,,,,,,,,,,
SKB12338.1,Planktothrix sp. PCC 11201,LT797700.1,SKB12341.1,73901,70436,-,PF13414,TPR_11,TPR repeat,1.60E-105,PF00515,TPR_1,Tetratricopeptide repeat,1.70E-99,PF07719,TPR_2,Tetratricopeptide repeat,9.30E-88,PF13431,TPR_17,Tetratricopeptide repeat,2.10E-73,PF13181,TPR_8,Tetratricopeptide repeat,3.30E-73
SKB12338.1,Planktothrix sp. PCC 11201,LT797700.1,SKB12342.1,76078,74113,-,PF00535,Glycos_transf_2,Glycosyl transferase family 2,1.70E-50,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,2.90E-28,PF10111,Glyco_tranf_2_2,Glycosyltransferase like family 2,8.30E-19,PF13632,Glyco_trans_2_3,Glycosyl transferase family group 2,1.30E-10,PF13712,Glyco_tranf_2_5,Glycosyltransferase like family,6.20E-06
SKB12338.1,Planktothrix sp. PCC 11201,LT797700.1,SKB12343.1,78765,76236,-,PF00515,TPR_1,Tetratricopeptide repeat,4.80E-141,PF13414,TPR_11,TPR repeat,6.00E-137,PF07719,TPR_2,Tetratricopeptide repeat,1.20E-125,PF13181,TPR_8,Tetratricopeptide repeat,2.00E-99,PF13431,TPR_17,Tetratricopeptide repeat,5.70E-82
WP_141295287.1,Planktothrix agardhii CCAP 1459/11A,NZ_BJCD01000054.1,WP_141295275.1,20114,22964,+,PF00515,TPR_1,Tetratricopeptide repeat,2.40E-67,PF04577,DUF563,Protein of unknown function (DUF563),6.60E-63,PF07719,TPR_2,Tetratricopeptide repeat,6.50E-62,PF13414,TPR_11,TPR repeat,4.20E-49,PF13181,TPR_8,Tetratricopeptide repeat,7.90E-45
WP_141295287.1,Planktothrix agardhii CCAP 1459/11A,NZ_BJCD01000054.1,WP_141295278.1,23060,25589,+,PF13414,TPR_11,TPR repeat,1.40E-132,PF00515,TPR_1,Tetratricopeptide repeat,6.30E-132,PF07719,TPR_2,Tetratricopeptide repeat,2.90E-115,PF13181,TPR_8,Tetratricopeptide repeat,9.20E-97,PF13428,TPR_14,Tetratricopeptide repeat,2.30E-75
WP_141295287.1,Planktothrix agardhii CCAP 1459/11A,NZ_BJCD01000054.1,WP_052344950.1,25747,27712,+,PF00535,Glycos_transf_2,Glycosyl transferase family 2,1.30E-52,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,3.60E-29,PF10111,Glyco_tranf_2_2,Glycosyltransferase like family 2,1.60E-18,PF13632,Glyco_trans_2_3,Glycosyl transferase family group 2,1.70E-10,PF13712,Glyco_tranf_2_5,Glycosyltransferase like family,2.10E-05
WP_141295287.1,Planktothrix agardhii CCAP 1459/11A,NZ_BJCD01000054.1,WP_141295281.1,27829,31294,+,PF13414,TPR_11,TPR repeat,7.20E-104,PF00515,TPR_1,Tetratricopeptide repeat,1.60E-103,PF07719,TPR_2,Tetratricopeptide repeat,2.60E-93,PF13181,TPR_8,Tetratricopeptide repeat,3.10E-79,PF13431,TPR_17,Tetratricopeptide repeat,1.20E-70
WP_141295287.1,Planktothrix agardhii CCAP 1459/11A,NZ_BJCD01000054.1,WP_141295284.1,31367,32348,+,PF08241,Methyltransf_11,Methyltransferase domain,4.80E-06,PF13489,Methyltransf_23,Methyltransferase domain,4.50E-05,,,,,,,,,,,,
WP_141295287.1,Planktothrix agardhii CCAP 1459/11A,NZ_BJCD01000054.1,WP_141295287.1,37601,32432,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.70E-37,PF01697,Glyco_transf_92,Glycosyltransferase family 92,1.20E-30,PF13704,Glyco_tranf_2_4,Glycosyl transferase family 2,1.50E-16,PF01531,Glyco_transf_11,Glycosyl transferase family 11,2.90E-11,,,,
WP_141295287.1,Planktothrix agardhii CCAP 1459/11A,NZ_BJCD01000054.1,WP_141295290.1,37697,38915,+,PF13414,TPR_11,TPR repeat,7.40E-71,PF00515,TPR_1,Tetratricopeptide repeat,6.20E-69,PF07719,TPR_2,Tetratricopeptide repeat,3.30E-65,PF13181,TPR_8,Tetratricopeptide repeat,1.20E-52,PF13428,TPR_14,Tetratricopeptide repeat,5.00E-48
WP_141295287.1,Planktothrix agardhii CCAP 1459/11A,NZ_BJCD01000054.1,WP_199918614.1,39122,39875,+,PF00805,Pentapeptide,Pentapeptide repeats (8 copies),4.80E-31,PF13599,Pentapeptide_4,Pentapeptide repeats (9 copies),2.70E-12,PF13576,Pentapeptide_3,Pentapeptide repeats (9 copies),6.80E-11,,,,,,,,
WP_141295287.1,Planktothrix agardhii CCAP 1459/11A,NZ_BJCD01000054.1,WP_043936715.1,40085,40559,+,PF00226,DnaJ,DnaJ domain,1.30E-20,,,,,,,,,,,,,,,,
WP_141295287.1,Planktothrix agardhii CCAP 1459/11A,NZ_BJCD01000054.1,WP_026785287.1,40637,40910,+,PF11341,DUF3143,Protein of unknown function (DUF3143),1.20E-28,,,,,,,,,,,,,,,,
WP_141295287.1,Planktothrix agardhii CCAP 1459/11A,NZ_BJCD01000054.1,WP_026795998.1,41736,40986,-,PF01255,Prenyltransf,Putative undecaprenyl diphosphate synthase,1.70E-81,,,,,,,,,,,,,,,,
TAG65461.1,Oscillatoriales cyanobacterium,REAI01000089.1,TAG65457.1,33122,31001,-,PF13469,Sulfotransfer_3,Sulfotransferase family,1.30E-13,PF19220,Crescentin,Crescentin protein,0.00013,PF08317,Spc7,Spc7 kinetochore protein,0.00037,,,,,,,,
TAG65461.1,Oscillatoriales cyanobacterium,REAI01000089.1,TAG65458.1,33376,33556,+,,,,,,,,,,,,,,,,,,,,
TAG65461.1,Oscillatoriales cyanobacterium,REAI01000089.1,TAG65459.1,33559,34243,+,PF13489,Methyltransf_23,Methyltransferase domain,1.30E-09,PF08241,Methyltransf_11,Methyltransferase domain,1.80E-08,PF08242,Methyltransf_12,Methyltransferase domain,2.00E-05,PF13847,Methyltransf_31,Methyltransferase domain,7.70E-05,PF13649,Methyltransf_25,Methyltransferase domain,0.00026
TAG65461.1,Oscillatoriales cyanobacterium,REAI01000089.1,TAG65460.1,34419,35208,+,PF08003,Methyltransf_9,Protein of unknown function (DUF1698),2.80E-05,PF13649,Methyltransf_25,Methyltransferase domain,0.00015,PF08241,Methyltransf_11,Methyltransferase domain,0.00025,,,,,,,,
TAG65461.1,Oscillatoriales cyanobacterium,REAI01000089.1,WP_007357211.1,35264,35791,+,,,,,,,,,,,,,,,,,,,,
TAG65461.1,Oscillatoriales cyanobacterium,REAI01000089.1,TAG65461.1,40926,35829,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.40E-40,PF00535,Glycos_transf_2,Glycosyl transferase family 2,7.60E-36,PF01697,Glyco_transf_92,Glycosyltransferase family 92,1.40E-28,PF13704,Glyco_tranf_2_4,Glycosyl transferase family 2,8.50E-22,PF13578,Methyltransf_24,Methyltransferase domain,1.10E-11
TAG65461.1,Oscillatoriales cyanobacterium,REAI01000089.1,WP_006634267.1,41111,41695,+,,,,,,,,,,,,,,,,,,,,
TAG99089.1,Oscillatoriales cyanobacterium,REAO01000005.1,TAG99084.1,25874,24317,-,PF08245,Mur_ligase_M,Mur ligase middle domain,5.50E-20,PF02875,Mur_ligase_C,"Mur ligase family, glutamate ligase domain",1.90E-19,PF01225,Mur_ligase,"Mur ligase family, catalytic domain",6.60E-18,,,,,,,,
TAG99089.1,Oscillatoriales cyanobacterium,REAO01000005.1,TAG99085.1,26623,27352,+,PF01467,CTP_transf_like,Cytidylyltransferase-like,7.10E-20,,,,,,,,,,,,,,,,
TAG99089.1,Oscillatoriales cyanobacterium,REAO01000005.1,TAG99086.1,27524,28544,+,PF02800,Gp_dh_C,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",4.60E-68,PF00044,Gp_dh_N,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain",3.30E-33,,,,,,,,,,,,
TAG99089.1,Oscillatoriales cyanobacterium,REAO01000005.1,TAG99087.1,29151,30105,+,PF16363,GDP_Man_Dehyd,"GDP-mannose 4,6 dehydratase",7.50E-106,PF01370,Epimerase,NAD dependent epimerase/dehydratase family,4.60E-57,PF04321,RmlD_sub_bind,RmlD substrate binding domain,6.20E-05,,,,,,,,
TAG99089.1,Oscillatoriales cyanobacterium,REAO01000005.1,TAG99088.1,30127,30367,+,PF18929,DUF5678,Family of unknown function (DUF5678),5.00E-07,,,,,,,,,,,,,,,,
TAG99089.1,Oscillatoriales cyanobacterium,REAO01000005.1,TAG99089.1,30377,36113,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.80E-40,PF00515,TPR_1,Tetratricopeptide repeat,6.50E-37,PF00535,Glycos_transf_2,Glycosyl transferase family 2,1.00E-35,PF13414,TPR_11,TPR repeat,1.10E-30,PF01697,Glyco_transf_92,Glycosyltransferase family 92,1.60E-28
TAG99089.1,Oscillatoriales cyanobacterium,REAO01000005.1,TAG99090.1,37141,36145,-,PF08241,Methyltransf_11,Methyltransferase domain,1.70E-05,,,,,,,,,,,,,,,,
TAG99089.1,Oscillatoriales cyanobacterium,REAO01000005.1,TAG99091.1,37939,37255,-,PF08241,Methyltransf_11,Methyltransferase domain,3.40E-10,PF13489,Methyltransf_23,Methyltransferase domain,1.40E-08,PF08242,Methyltransf_12,Methyltransferase domain,2.20E-06,PF13847,Methyltransf_31,Methyltransferase domain,6.80E-06,PF13649,Methyltransf_25,Methyltransferase domain,3.30E-05
TAG99089.1,Oscillatoriales cyanobacterium,REAO01000005.1,TAG99092.1,38166,38361,+,,,,,,,,,,,,,,,,,,,,
TAG99089.1,Oscillatoriales cyanobacterium,REAO01000005.1,TAG99093.1,38446,39058,+,PF18929,DUF5678,Family of unknown function (DUF5678),1.70E-08,PF13650,Asp_protease_2,Aspartyl protease,1.30E-07,PF13975,gag-asp_proteas,gag-polyprotein putative aspartyl protease,7.30E-06,,,,,,,,
TAG99089.1,Oscillatoriales cyanobacterium,REAO01000005.1,TAG99094.1,39408,40185,+,PF00483,NTP_transferase,Nucleotidyl transferase,3.60E-22,PF12804,NTP_transf_3,MobA-like NTP transferase domain,3.40E-08,PF08038,Tom7,TOM7 family,0.00055,,,,,,,,
TAG58899.1,Oscillatoriales cyanobacterium,REAF01000296.1,TAG58897.1,0,535,+,PF16363,GDP_Man_Dehyd,"GDP-mannose 4,6 dehydratase",7.90E-57,PF01370,Epimerase,NAD dependent epimerase/dehydratase family,1.30E-24,,,,,,,,,,,,
TAG58899.1,Oscillatoriales cyanobacterium,REAF01000296.1,TAG58898.1,557,797,+,PF18929,DUF5678,Family of unknown function (DUF5678),1.30E-06,,,,,,,,,,,,,,,,
TAG58899.1,Oscillatoriales cyanobacterium,REAF01000296.1,TAG58899.1,807,6270,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.60E-40,PF00535,Glycos_transf_2,Glycosyl transferase family 2,8.90E-36,PF01697,Glyco_transf_92,Glycosyltransferase family 92,1.50E-28,PF13704,Glyco_tranf_2_4,Glycosyl transferase family 2,1.00E-21,PF00515,TPR_1,Tetratricopeptide repeat,2.90E-16
TAG58899.1,Oscillatoriales cyanobacterium,REAF01000296.1,TAG58900.1,6205,6496,+,PF00515,TPR_1,Tetratricopeptide repeat,3.90E-16,PF07719,TPR_2,Tetratricopeptide repeat,1.30E-10,PF13181,TPR_8,Tetratricopeptide repeat,1.40E-10,PF13414,TPR_11,TPR repeat,2.30E-10,PF13176,TPR_7,Tetratricopeptide repeat,4.30E-08
TAG58899.1,Oscillatoriales cyanobacterium,REAF01000296.1,TAG58901.1,7524,6528,-,PF08241,Methyltransf_11,Methyltransferase domain,1.70E-05,,,,,,,,,,,,,,,,
TAG58899.1,Oscillatoriales cyanobacterium,REAF01000296.1,TAG58902.1,8322,7638,-,PF08241,Methyltransf_11,Methyltransferase domain,3.40E-10,PF13489,Methyltransf_23,Methyltransferase domain,1.40E-08,PF08242,Methyltransf_12,Methyltransferase domain,2.20E-06,PF13847,Methyltransf_31,Methyltransferase domain,6.80E-06,PF13649,Methyltransf_25,Methyltransferase domain,3.30E-05
TAG58899.1,Oscillatoriales cyanobacterium,REAF01000296.1,TAG58903.1,8549,8744,+,,,,,,,,,,,,,,,,,,,,
TAG58899.1,Oscillatoriales cyanobacterium,REAF01000296.1,TAG58904.1,8829,9441,+,PF18929,DUF5678,Family of unknown function (DUF5678),1.70E-08,PF13650,Asp_protease_2,Aspartyl protease,1.30E-07,PF13975,gag-asp_proteas,gag-polyprotein putative aspartyl protease,7.30E-06,,,,,,,,
TAE14839.1,Oscillatoriales cyanobacterium,RDXJ01000017.1,TAE14834.1,19038,18261,-,PF00483,NTP_transferase,Nucleotidyl transferase,4.80E-21,PF12804,NTP_transf_3,MobA-like NTP transferase domain,4.10E-08,PF08038,Tom7,TOM7 family,0.00063,,,,,,,,
TAE14839.1,Oscillatoriales cyanobacterium,RDXJ01000017.1,TAE14835.1,20000,19388,-,PF18929,DUF5678,Family of unknown function (DUF5678),1.70E-08,PF13650,Asp_protease_2,Aspartyl protease,1.30E-07,PF13975,gag-asp_proteas,gag-polyprotein putative aspartyl protease,7.30E-06,,,,,,,,
TAE14839.1,Oscillatoriales cyanobacterium,RDXJ01000017.1,TAE14836.1,20280,20085,-,,,,,,,,,,,,,,,,,,,,
TAE14839.1,Oscillatoriales cyanobacterium,RDXJ01000017.1,TAE14837.1,20507,21191,+,PF08241,Methyltransf_11,Methyltransferase domain,3.40E-10,PF13489,Methyltransf_23,Methyltransferase domain,1.40E-08,PF08242,Methyltransf_12,Methyltransferase domain,2.20E-06,PF13847,Methyltransf_31,Methyltransferase domain,6.80E-06,PF13649,Methyltransf_25,Methyltransferase domain,3.30E-05
TAE14839.1,Oscillatoriales cyanobacterium,RDXJ01000017.1,TAE14838.1,21305,22301,+,PF08241,Methyltransf_11,Methyltransferase domain,1.70E-05,,,,,,,,,,,,,,,,
TAE14839.1,Oscillatoriales cyanobacterium,RDXJ01000017.1,TAE14839.1,28069,22333,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.80E-40,PF00515,TPR_1,Tetratricopeptide repeat,1.10E-37,PF00535,Glycos_transf_2,Glycosyl transferase family 2,9.90E-36,PF13414,TPR_11,TPR repeat,3.90E-31,PF01697,Glyco_transf_92,Glycosyltransferase family 92,1.60E-28
TAE14839.1,Oscillatoriales cyanobacterium,RDXJ01000017.1,TAE14840.1,28319,28079,-,PF18929,DUF5678,Family of unknown function (DUF5678),1.10E-06,,,,,,,,,,,,,,,,
TAE14839.1,Oscillatoriales cyanobacterium,RDXJ01000017.1,TAE14841.1,29295,28341,-,PF16363,GDP_Man_Dehyd,"GDP-mannose 4,6 dehydratase",9.60E-106,PF01370,Epimerase,NAD dependent epimerase/dehydratase family,4.60E-57,PF04321,RmlD_sub_bind,RmlD substrate binding domain,6.20E-05,,,,,,,,
TAE14839.1,Oscillatoriales cyanobacterium,RDXJ01000017.1,TAE14842.1,30922,29902,-,PF02800,Gp_dh_C,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",4.60E-68,PF00044,Gp_dh_N,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain",3.30E-33,,,,,,,,,,,,
TAE14839.1,Oscillatoriales cyanobacterium,RDXJ01000017.1,TAE14843.1,31823,31112,-,PF01467,CTP_transf_like,Cytidylyltransferase-like,8.30E-21,,,,,,,,,,,,,,,,
TAE14839.1,Oscillatoriales cyanobacterium,RDXJ01000017.1,TAE14844.1,32572,34129,+,PF08245,Mur_ligase_M,Mur ligase middle domain,5.50E-20,PF02875,Mur_ligase_C,"Mur ligase family, glutamate ligase domain",1.80E-19,PF01225,Mur_ligase,"Mur ligase family, catalytic domain",6.60E-18,,,,,,,,
WP_172190343.1,Microcoleus sp. IPMA8,NZ_SRRZ01000085.1,WP_172190340.1,5179,5545,+,PF05635,23S_rRNA_IVP,23S rRNA-intervening sequence protein,1.30E-28,,,,,,,,,,,,,,,,
WP_172190343.1,Microcoleus sp. IPMA8,NZ_SRRZ01000085.1,WP_172190341.1,5693,7184,+,PF02470,MlaD,MlaD protein,1.40E-14,PF01442,Apolipoprotein,Apolipoprotein A1/A4/E domain,0.00052,,,,,,,,,,,,
WP_172190343.1,Microcoleus sp. IPMA8,NZ_SRRZ01000085.1,WP_015174650.1,7365,8142,+,,,,,,,,,,,,,,,,,,,,
WP_172190343.1,Microcoleus sp. IPMA8,NZ_SRRZ01000085.1,WP_172190342.1,8259,8820,+,PF05685,Uma2,Putative restriction endonuclease,2.40E-14,,,,,,,,,,,,,,,,
WP_172190343.1,Microcoleus sp. IPMA8,NZ_SRRZ01000085.1,WP_015174654.1,9213,9684,+,,,,,,,,,,,,,,,,,,,,
WP_172190343.1,Microcoleus sp. IPMA8,NZ_SRRZ01000085.1,WP_172190343.1,9803,16628,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,2.80E-56,PF00534,Glycos_transf_1,Glycosyl transferases group 1,6.00E-19,PF13692,Glyco_trans_1_4,Glycosyl transferases group 1,2.70E-18,PF05575,V_cholerae_RfbT,Vibrio cholerae RfbT protein,1.90E-10,PF01531,Glyco_transf_11,Glycosyl transferase family 11,8.30E-08
WP_172190343.1,Microcoleus sp. IPMA8,NZ_SRRZ01000085.1,WP_009632848.1,16667,17630,+,,,,,,,,,,,,,,,,,,,,
WP_172190343.1,Microcoleus sp. IPMA8,NZ_SRRZ01000085.1,WP_172190357.1,17711,18386,+,PF13649,Methyltransf_25,Methyltransferase domain,4.00E-09,PF13489,Methyltransf_23,Methyltransferase domain,3.00E-07,PF08241,Methyltransf_11,Methyltransferase domain,4.80E-07,PF08003,Methyltransf_9,Protein of unknown function (DUF1698),4.30E-06,PF08242,Methyltransf_12,Methyltransferase domain,5.60E-05
WP_172190343.1,Microcoleus sp. IPMA8,NZ_SRRZ01000085.1,WP_172190344.1,20703,18462,-,PF13844,Glyco_transf_41,Glycosyl transferase family 41,5.40E-49,,,,,,,,,,,,,,,,
WP_172190343.1,Microcoleus sp. IPMA8,NZ_SRRZ01000085.1,WP_172190345.1,21343,20821,-,PF16734,Pilin_GH,"Type IV pilin-like G and H, putative",2.10E-28,PF07963,N_methyl,Prokaryotic N-terminal methylation motif,4.00E-10,PF16732,ComP_DUS,"Type IV minor pilin ComP, DNA uptake sequence receptor",3.40E-06,,,,,,,,
WP_172190343.1,Microcoleus sp. IPMA8,NZ_SRRZ01000085.1,WP_172190346.1,22774,21454,-,PF13847,Methyltransf_31,Methyltransferase domain,3.70E-31,PF13649,Methyltransf_25,Methyltransferase domain,1.10E-15,PF08242,Methyltransf_12,Methyltransferase domain,1.00E-13,PF08241,Methyltransf_11,Methyltransferase domain,1.80E-13,PF13489,Methyltransf_23,Methyltransferase domain,1.10E-11
GCF84720.1,Geobacter sp. SVR,BJBU01000004.1,GCF84715.1,74380,73099,-,PF01103,Omp85,Omp85 superfamily domain,7.80E-18,,,,,,,,,,,,,,,,
GCF84720.1,Geobacter sp. SVR,BJBU01000004.1,GCF84716.1,74656,76075,+,PF02518,HATPase_c,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",3.50E-19,PF00672,HAMP,HAMP domain,2.20E-16,PF00512,HisKA,His Kinase A (phospho-acceptor) domain,7.90E-10,PF17203,sCache_3_2,Single cache domain 3,6.60E-05,,,,
GCF84720.1,Geobacter sp. SVR,BJBU01000004.1,GCF84717.1,76090,77485,+,PF00158,Sigma54_activat,Sigma-54 interaction domain,2.20E-71,PF00072,Response_reg,Response regulator receiver domain,4.10E-27,PF14532,Sigma54_activ_2,Sigma-54 interaction domain,8.30E-25,PF02954,HTH_8,"Bacterial regulatory protein, Fis family",4.80E-14,PF07728,AAA_5,AAA domain (dynein-related subfamily),3.30E-07
GCF84720.1,Geobacter sp. SVR,BJBU01000004.1,GCF84718.1,77488,78877,+,PF07719,TPR_2,Tetratricopeptide repeat,3.60E-18,PF00515,TPR_1,Tetratricopeptide repeat,6.20E-18,PF14559,TPR_19,Tetratricopeptide repeat,8.20E-13,PF13432,TPR_16,Tetratricopeptide repeat,1.10E-12,PF13181,TPR_8,Tetratricopeptide repeat,1.60E-10
GCF84720.1,Geobacter sp. SVR,BJBU01000004.1,GCF84719.1,79348,79132,-,,,,,,,,,,,,,,,,,,,,
GCF84720.1,Geobacter sp. SVR,BJBU01000004.1,GCF84720.1,79366,82306,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,3.50E-30,PF13524,Glyco_trans_1_2,Glycosyl transferases group 1,1.10E-25,PF01531,Glyco_transf_11,Glycosyl transferase family 11,1.10E-07,,,,,,,,
GCF84720.1,Geobacter sp. SVR,BJBU01000004.1,GCF84721.1,82324,82729,+,,,,,,,,,,,,,,,,,,,,
GCF84720.1,Geobacter sp. SVR,BJBU01000004.1,GCF84722.1,82728,83835,+,PF01041,DegT_DnrJ_EryC1,DegT/DnrJ/EryC1/StrS aminotransferase family,2.10E-111,PF01212,Beta_elim_lyase,Beta-eliminating lyase,0.00045,,,,,,,,,,,,
GCF84720.1,Geobacter sp. SVR,BJBU01000004.1,GCF84723.1,83831,84608,+,PF13649,Methyltransf_25,Methyltransferase domain,2.50E-17,PF08241,Methyltransf_11,Methyltransferase domain,3.40E-15,PF13489,Methyltransf_23,Methyltransferase domain,2.30E-09,PF08242,Methyltransf_12,Methyltransferase domain,4.50E-09,PF13847,Methyltransf_31,Methyltransferase domain,6.60E-09
GCF84720.1,Geobacter sp. SVR,BJBU01000004.1,GCF84724.1,84604,86101,+,PF00534,Glycos_transf_1,Glycosyl transferases group 1,3.40E-22,PF13692,Glyco_trans_1_4,Glycosyl transferases group 1,7.90E-17,,,,,,,,,,,,
GCF84720.1,Geobacter sp. SVR,BJBU01000004.1,GCF84725.1,86111,87449,+,PF00535,Glycos_transf_2,Glycosyl transferase family 2,2.70E-24,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,2.00E-13,PF00515,TPR_1,Tetratricopeptide repeat,4.50E-05,PF14559,TPR_19,Tetratricopeptide repeat,0.00011,PF07719,TPR_2,Tetratricopeptide repeat,0.00021
WP_202223690.1,Okeania sp. KiyG1,NZ_BLZO01000132.1,WP_202223687.1,41314,42640,+,PF13847,Methyltransf_31,Methyltransferase domain,2.20E-33,PF13649,Methyltransf_25,Methyltransferase domain,7.30E-17,PF08242,Methyltransf_12,Methyltransferase domain,1.20E-15,PF13489,Methyltransf_23,Methyltransferase domain,2.90E-15,PF08241,Methyltransf_11,Methyltransferase domain,2.50E-14
WP_202223690.1,Okeania sp. KiyG1,NZ_BLZO01000132.1,WP_202223688.1,42860,43382,+,PF16734,Pilin_GH,"Type IV pilin-like G and H, putative",4.40E-25,PF07963,N_methyl,Prokaryotic N-terminal methylation motif,1.80E-09,PF16732,ComP_DUS,"Type IV minor pilin ComP, DNA uptake sequence receptor",0.00091,,,,,,,,
WP_202223690.1,Okeania sp. KiyG1,NZ_BLZO01000132.1,WP_011611972.1,43528,45765,+,,,,,,,,,,,,,,,,,,,,
WP_202223690.1,Okeania sp. KiyG1,NZ_BLZO01000132.1,WP_202223689.1,46434,45816,-,PF05685,Uma2,Putative restriction endonuclease,3.20E-38,,,,,,,,,,,,,,,,
WP_202223690.1,Okeania sp. KiyG1,NZ_BLZO01000132.1,WP_006617063.1,46571,46946,+,,,,,,,,,,,,,,,,,,,,
WP_202223690.1,Okeania sp. KiyG1,NZ_BLZO01000132.1,WP_202223690.1,54442,48196,-,PF00534,Glycos_transf_1,Glycosyl transferases group 1,1.50E-31,PF05050,Methyltransf_21,Methyltransferase FkbM domain,8.90E-28,PF13524,Glyco_trans_1_2,Glycosyl transferases group 1,5.40E-24,PF13692,Glyco_trans_1_4,Glycosyl transferases group 1,1.10E-23,PF14559,TPR_19,Tetratricopeptide repeat,7.10E-10
WP_202223690.1,Okeania sp. KiyG1,NZ_BLZO01000132.1,WP_202223691.1,55540,54694,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,4.30E-11,,,,,,,,,,,,,,,,
WP_202223690.1,Okeania sp. KiyG1,NZ_BLZO01000132.1,WP_202223692.1,55990,55597,-,,,,,,,,,,,,,,,,,,,,
WP_202223690.1,Okeania sp. KiyG1,NZ_BLZO01000132.1,WP_017661640.1,56011,57312,+,,,,,,,,,,,,,,,,,,,,
WP_202223690.1,Okeania sp. KiyG1,NZ_BLZO01000132.1,WP_202223693.1,62664,57972,-,PF00310,GATase_2,Glutamine amidotransferases class-II,2.90E-178,PF01645,Glu_synthase,Conserved region in glutamate synthase,6.30E-163,PF04898,Glu_syn_central,Glutamate synthase central domain,9.00E-113,PF01493,GXGXG,GXGXG motif,2.60E-79,PF01070,FMN_dh,FMN-dependent dehydrogenase,0.00094
TAG67345.1,Oscillatoriales cyanobacterium,REAI01000039.1,TAG67335.1,23432,24227,+,PF05685,Uma2,Putative restriction endonuclease,1.20E-15,,,,,,,,,,,,,,,,
TAG67345.1,Oscillatoriales cyanobacterium,REAI01000039.1,TAG67342.1,24309,25047,+,PF05685,Uma2,Putative restriction endonuclease,3.90E-12,,,,,,,,,,,,,,,,
TAG67345.1,Oscillatoriales cyanobacterium,REAI01000039.1,WP_006633197.1,25062,25650,+,,,,,,,,,,,,,,,,,,,,
TAG67345.1,Oscillatoriales cyanobacterium,REAI01000039.1,TAG67343.1,25845,26577,+,PF05685,Uma2,Putative restriction endonuclease,1.50E-17,,,,,,,,,,,,,,,,
